Id,X,Y,WGS84 Web Mercator (Auxiliary Sphere) Coordinates,GPS (WGS84) (deg)  Coordinates,Latitude,Longitude,GPS Coordinates (Google Maps),Name,Address,County,EirCode,Telephone,Fax,email,Heritage Ireland Webpage,Website,"Opening Hours",Admission Charges,Facilities,Image URL,Site Type,Region,2015 Visitor Numbers
26,-1164616.78,6824265.98,"-1164616.78, 6824265.98","52.1333121122405°N, -10.461930536160622°E",52.13331211,10.461930536160622°,"52.1333121122405, 10.461930536160622°",Ionad an Bhlascaoid Mhoir (The Blasket Centre),"Dun Chaoin,  Baile an Fheirtearaigh, Tra Li",Co. Chiarrai,V92 TH73,"+353 66 915 6444/
+353 66 915 6371",+353 66 915 6446,blascaod@opw.ie,www.heritageireland.ie/en/blascaod/,http://blasket.ie/en/,"24 Mar - 2 Nov 2016:  Daily 10:00-18:00

Last admission 45 minutes before closing (17:15)

Average Length of Visit:  1.5 hours

Open for bookings in winter","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Archive Room, Arts Events, Auditorium, Baby Changing Services, Book Shop, Bus Park, Children's Language Room, Cultural Museum, Entertainment, Genealogy, Genealogy Service, Group Lunches Available on Request, Guided Tours, Heritage Museum, Interactive Exhibition, Island Exhibitions, Island Heritage, Literary Centre, Literature, Literature Events, Local Heritage Site, Parking, Public Toilets, Restaurant, Scenic Location, Scenic Vistas, Video Exhibition, Wheel Chair Accessible, Workshops",http://www.heritageireland.ie/en/media/The%20Blasket%20Centre%20Exterior.png,Heritage Site,South-West,"48,261"
76,-699827,7047536,"-699827, 7047536","53.34749741328512°N, -6.286652903395123°E",53.34749741,-6.286652903,"53.34749741328512, -6.286652903395123",The Croppies Acre,Benburb Street,Dublin 7,,+353 1 702 8811,,info@heritageireland.ie,www.heritageireland.ie/en/Dublin/TheCroppiesAcre/,,CLOSED AT PRESENT,Free,None,http://www.heritageireland.ie/en/media/071024%20The%20Croppies%20Acre%20009.jpg,Heritage Site,Dublin,#N/A
77,-696922,7045274,"-696922, 7045274","53.33536551927739°N, -6.260556844391451°E",53.33536552,-6.260556844,"53.33536551927739, -6.260556844391451",The Iveagh Gardens,Clonmel Street,Dublin 2,,+353 1 475 7816,+353 1 475 5287,info@heritageireland.ie,www.heritageireland.ie/en/Dublin/TheIveaghGardens/,www.iveaghgardens.ie,"Open all year:

Gardens Open:
Mon-Sat:                              08:00
Sun and Bank Holidays: 10:00

Gardens Closing times are:
Dec - Jan:         15:30
Feb and Nov: 16:00
Mar - Oct:        18:00

Average Length of Visit: 1 hour",Free,None,http://www.heritageireland.ie/en/media/TheIveaghGardens.jpg,Heritage Site,Dublin,#N/A
46,-771672,6858545,"-771672, 6858545","52.32192914823867°N, -6.932047519270793°E",52.32192915,-6.932047519,"52.32192914823867, -6.932047519270793",The John F Kennedy Arboretum,"Ballysop, New Ross (12 km south of New Ross (off R733))",Co. Wexford,Y34 KA48,+353 51 38 81 71,+353 51 38 81 72,jfkarboretum@opw.ie,www.heritageireland.ie/en/South-East/TheJohnFKennedyArboretum/,https://www.facebook.com/jfkarboretum/,"Open all Year

Oct-Mar:   Daily 10:00 - 17:00
Apr:            Daily 10:00 - 18:30
May-Aug: Daily 10:00 - 20:00
Sep:            Daily 10:00 - 18:30

Daily Guided Tours, Apr to Sep, at 11:00 & 1500. Meet at the flagpoles. 

Guided Tours can also be booked in advance.

Last admission 45 mins before closing.

Average Length of Visit: 1.5 hours","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibitions, toilets, toilet for disabled (at tearoom), car parks, coach park, picnic site, play area (Under 12's), maze, miniature railway (afternoons in summer), pony & trap service(seasonal), nature trail and signposted walks. 

Tearoom: May-Sep
Tel. 051-38 81 95
Seating Capacity: 50",http://www.heritageireland.ie/en/media/TheJohnFKennedyArboretum.jpg,Heritage Site,South-East,"96,910"
47,-857304,6864191,"-857304, 6864191","52.35291889533183°N, -7.701292863368022°E",52.3529189,-7.701292863,"52.35291889533183, -7.701292863368022",The Main Guard,"1-3 Sarsfield Street, Clonmel",Co. Tipperary,E91 P7Y8,"+353 52 612 7484
+353 62 61 437 (During the closed season)","+353 52 612 7517
+353 62 61 988 (During the closed season)","mainguard@opw.ie
rockofcashel@opw.ie (During the closed season)",www.heritageireland.ie/en/South-East/TheMainGuard/,,"Please note this site may close at short notice.  Visitors are advised to check ahead before visiting.

24 Mar - 28 Mar 2016 & 
14 Apr - 28 Sep 2016: Daily 09:00-17:00
Closed on Mondays

Last admission 16:15
Restricted hours during closed season

Average Length of Visit: 40 mins.",Free,"Exhibitions, toilets, toilet for visitors with disabilities.
Car parking close to the site.
Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/Mainguard.jpg,Heritage Site,South-East,"7,951"
48,-714657,6864836,"-714657, 6864836","52.356457787252445°N, -6.419873060030048°E",52.35645779,-6.41987306,"52.356457787252445, -6.419873060030048",The Wexford Wildfowl Reserve,"National Parks and Wildlife Service, North Slob, Ardcavan Lane",Co. Wexford,,+353 53 91 23406,+353 53 91 24785,dominic.berridge@environ.ie,www.heritageireland.ie/en/South-East/TheWexfordWildfowlReserve/,www.wexfordwildfowlreserve.ie,"Open all year: Daily 09.00 - 17.00

School groups by arrangement.
Other hours by arrangement with the warden.
Closed for Christmas day.
Reserve may be closed temporarily for management operation. In these circumstances a notice will be placed at the",Free,"Toilets, including disabled toilets, car/coach park, picnic area, warden, bird watching, lectures, conference/exhibition room.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/TheWexfordWildfowlReserve.jpg,Heritage Site,South-East,#N/A
49,-761191,6843095,"-761191, 6843095","52.237016183115635°N, -6.837895094342226°E",52.23701618,-6.837895094,"52.237016183115635, -6.837895094342226",Tintern Abbey,"Saltmills, New Ross",Co. Wexford,Y34 KR64,"+353 51 562650  
+353 56 772 4623 (Winter Telephone)",+353 51 562034,tinternabbey@opw.ie,www.heritageireland.ie/en/tinternabbey/,,"16th May  - 25th September: Daily 10.00 - 17.00
Last admission 45 mins before closing
Average Length of Visit: 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibition, toilets, car park.",http://www.heritageireland.ie/en/media/TinternAbbey.jpg,Heritage Site,South-East,"15,227"
95,-755823,7086225,"-755823, 7086225","53.554466017288824°N, -6.789673529890691°E",53.55446602,-6.78967353,"53.554466017288824, -6.789673529890691",Trim Castle,Trim,Co. Meath,C15 HN90,+353 46 943 8619 or +353 46 9438964,+353 46 943 8618,trimcastle@opw.ie,www.heritageireland.ie/en/midlandseastcoast/TrimCastle/,,"As part of the OPW Communities Initiative Programme, the OPW is pleased to announce that tours of Trim Castle Grounds will be available on weekdays at 11am, organised by Trim Community Historical Tours.  Tours of the Castle are only available at the week","Including the Keep
Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00

Excluding the Keep
Adult: EUR 2.00
Sen/Group: EUR 1.00
Child/Student: EUR 1.00
Family: EUR 4.00","Display panels with reconstruction drawings, toilets, guided tours. Public car park close to the site.

Please note that this car park is paid parking with a 2 hour limit

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/TrimCastle.jpg,Heritage Site,Midlands & East Coast,"86,972"
78,-702847.8,7047190.62,"-702847.8, 7047190.62","53.34564524329351°N, -6.313789211497807°E",53.34564524,-6.313789211,"53.34564524329351, -6.313789211497807",War Memorial Gardens,Islandbridge,Dublin 8,,+353 1 475 7816 (gardens),+353 1 475 5287,info@heritageireland.ie,www.heritageireland.ie/en/Dublin/WarMemorialGardens/,,"Gardens Open: Mon-Fri 08.00, Sat-Sun 10.00
Gardens Close: According to Daylight hours
Access to Bookrooms: by arrangement with local management

Average Length of Visit:  1-2 hours",Free,"Car park close to site

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/War%20Memorial%20Garden%20Thumbnail.png,Heritage Site,Dublin,#N/A
96,-703990,6984938,"-703990, 6984938","53.010487177363416°N, -6.324049768673019°E",53.01048718,-6.324049769,"53.010487177363416, -6.324049768673019",Wicklow Mountains National Park,Glendalough,Co. Wicklow,,"+353-404-45656 (Education Centre)
+353-404-45425 (Information Office)",+353 404 45710,wickloweducationcentre@environ.ie,www.heritageireland.ie/en/midlandseastcoast/WicklowMountainsNationalPark/,www.wicklowmountainsnationalpark.ie,"Opening Arrangements: The Education Centre operates Monday to Friday, throughout the year. Booking is essential.

The Information Office is open seasonally:
May - September: Open Daily 10:00 hrs - 17:30 hrs
October: Weekends only 10:00 hrs  - 17:30hr",Free,"The Information Office has hands-on exhibitions and a staff member to answer questions.
A series of way-marked walking trails guides visitors on routes of 30 minutes to four hours. Some of these are wheelchair friendly. Maps are sold in the Information",http://www.heritageireland.ie/en/media/WicklowMountainsNationalPark.jpg,Heritage Site,Midlands & East Coast,"150,125"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
